2P,2P%,2PA,3P,3P%,3PA,AST,Age,BLK,DRB,FG,FG%,FGA,FT,FT%,FTA,G,GS,MP,ORB,PF,PTS,Player,Pos,Rk,STL,TOV,TRB,Tm,eFG%,player_key
0.8333333333333334,0.6123333333333333,1.3,1.3,0.38999999999999996,3.2999999999999994,0.7666666666666666,31.0,0.3666666666666667,2.6333333333333333,2.1,0.453,4.6000000000000005,0.6,0.7520000000000001,0.7999999999999999,42.0,6.0,15.233333333333334,0.6,1.5333333333333332,6.066666666666666,Mike Muscala,C,354.0,0.2333333333333333,0.39999999999999997,3.233333333333333,TOT,0.5916666666666667,mike muscala
0.6,0.457,1.3,0.6,0.299,2.1,1.1,22.0,0.1,0.6,1.2,0.358,3.4,0.4,0.667,0.7,64.0,2.0,11.9,0.2,0.9,3.5,Miles McBride,PG,318.0,0.6,0.4,0.8,NYK,0.451,miles mcbride
3.2,0.671,4.7,0.0,0.0,0.0,0.9,24.0,1.8,4.9,3.2,0.671,4.7,1.0,0.484,2.1,59.0,58.0,27.0,4.5,2.7,7.4,Mitchell Robinson,C,416.0,0.9,0.7,9.4,NYK,0.671,mitchell robinson
1.2333333333333334,0.5763333333333334,2.1,0.9,0.36600000000000005,2.3333333333333335,0.7999999999999999,24.0,0.8333333333333334,3.3666666666666667,2.1,0.4623333333333333,4.433333333333334,0.7999999999999999,0.6306666666666667,1.2666666666666666,32.666666666666664,4.666666666666667,14.166666666666666,1.2,2.1333333333333333,5.866666666666667,Mo Bamba,C,22.0,0.2333333333333333,0.7000000000000001,4.6,TOT,0.5603333333333333,mo bamba
2.7,0.543,5.0,1.3,0.382,3.3,5.3,27.0,0.2,3.0,4.0,0.48,8.3,1.0,0.831,1.2,62.0,61.0,27.3,0.4,1.2,10.3,Monte Morris,PG,349.0,0.7,1.0,3.4,WAS,0.555,monte morris
2.2,0.616,3.6,0.0,0.0,0.1,0.6,29.0,0.4,1.6,2.2,0.598,3.7,1.2,0.693,1.8,57.0,7.0,11.9,1.2,1.3,5.6,Montrezl Harrell,C,193.0,0.3,0.6,2.8,PHI,0.598,montrezl harrell
2.6,0.631,4.1,0.9,0.313,2.9,1.5,25.0,0.2,3.3,3.5,0.5,6.9,2.7,0.841,3.2,57.0,18.0,19.5,1.2,2.4,10.5,Moritz Wagner,C,492.0,0.6,1.2,4.5,ORL,0.564,moritz wagner
1.1666666666666667,0.42333333333333334,1.8333333333333333,0.0,0.0,0.0,0.06666666666666667,23.0,0.26666666666666666,1.5666666666666664,1.1666666666666667,0.42333333333333334,1.8333333333333333,0.6333333333333333,0.30533333333333335,1.3666666666666665,24.0,0.6666666666666666,6.566666666666666,1.0999999999999999,0.9,2.9666666666666663,Moses Brown,C,66.0,0.2333333333333333,0.43333333333333335,2.6666666666666665,TOT,0.42333333333333334,moses brown
0.9,0.641,1.5,0.8,0.363,2.1,0.8,20.0,0.1,1.2,1.7,0.476,3.6,0.6,0.698,0.8,63.0,3.0,13.0,0.4,0.9,4.8,Moses Moody,SG,343.0,0.3,0.5,1.7,GSW,0.584,moses moody
5.0,0.638,7.8,1.5,0.373,4.0,1.4,26.0,2.3,6.1,6.5,0.548,11.8,3.5,0.783,4.5,62.0,62.0,29.4,1.4,3.5,18.0,Myles Turner,C,481.0,0.6,1.7,7.5,IND,0.612,myles turner
2.4,0.513,4.6,0.9,0.303,2.8,2.5,25.0,0.2,3.0,3.2,0.433,7.4,1.8,0.789,2.3,77.0,21.0,23.3,0.6,1.5,9.1,Naji Marshall,SF,308.0,0.7,1.3,3.6,NOP,0.49,naji marshall
1.4,0.524,2.7,1.1,0.367,2.9,0.9,22.0,0.4,2.1,2.5,0.442,5.6,0.6,0.717,0.9,54.0,4.0,18.1,0.5,1.2,6.6,Nassir Little,SF,293.0,0.4,0.7,2.6,POR,0.538,nassir little
1.0,0.644,1.6,0.2,0.364,0.6,0.3,25.0,0.2,0.9,1.2,0.568,2.1,1.0,0.684,1.5,38.0,0.0,7.7,0.6,1.1,3.7,Nathan Knight,PF,270.0,0.3,0.6,1.5,MIN,0.617,nathan knight
3.5,0.653,5.3,1.1,0.346,3.2,1.1,23.0,0.8,3.8,4.6,0.537,8.5,1.3,0.677,1.9,68.0,11.0,18.4,1.1,2.6,11.5,Naz Reid,C,410.0,0.6,1.4,4.9,MIN,0.602,naz reid
1.2,0.667,1.8,0.0,0.0,0.0,0.2,23.0,0.4,1.2,1.2,0.667,1.8,0.0,0.0,0.4,5.0,0.0,5.8,1.0,1.4,2.4,Neemias Queta,C,402.0,0.0,0.2,2.2,SAC,0.667,neemias queta
0.6,0.30433333333333334,2.0,0.06666666666666667,0.3333333333333333,0.06666666666666667,0.7000000000000001,28.0,0.5,2.066666666666667,0.6666666666666666,0.30933333333333335,2.066666666666667,0.43333333333333335,0.6223333333333333,0.6999999999999998,11.333333333333334,2.6666666666666665,12.233333333333334,0.7000000000000001,2.0,1.8,Nerlens Noel,C,363.0,0.9333333333333332,1.0333333333333334,2.766666666666667,TOT,0.31966666666666665,nerlens noel
3.0,0.628,4.8,0.0,1.0,0.0,0.6,25.0,1.1,4.1,3.0,0.629,4.8,2.1,0.749,2.8,65.0,9.0,18.7,2.3,2.4,8.2,Nick Richards,C,412.0,0.2,0.9,6.4,CHO,0.631,nick richards
1.1666666666666667,0.5026666666666667,2.3,1.0333333333333334,0.38233333333333336,2.733333333333333,1.7666666666666666,24.0,0.3666666666666667,1.4666666666666668,2.1999999999999997,0.4386666666666667,5.033333333333334,0.7000000000000001,0.6593333333333333,1.0,39.333333333333336,2.0,15.066666666666668,0.26666666666666666,1.4666666666666668,6.133333333333333,Nickeil Alexander-Walker,SG,6.0,0.5,0.8666666666666667,1.7,TOT,0.5419999999999999,nickeil alexander-walker
0.5,0.563,0.8,1.6,0.391,4.1,1.6,34.0,0.6,3.0,2.1,0.42,4.9,0.4,0.708,0.6,78.0,19.0,21.9,0.8,1.9,6.1,Nicolas Batum,PF,33.0,0.7,0.6,3.8,LAC,0.583,nicolas batum
0.4,0.5,0.9,0.0,0.25,0.2,0.3,27.0,0.3,1.3,0.5,0.458,1.0,0.1,1.0,0.1,23.0,1.0,7.4,0.8,1.5,1.1,Noah Vonleh,C,488.0,0.1,0.5,2.1,BOS,0.479,noah vonleh
3.8,0.534,7.1,1.9,0.397,4.8,1.8,29.0,0.3,2.5,5.7,0.479,11.8,3.8,0.812,4.6,60.0,8.0,26.1,0.4,2.1,17.0,Norman Powell,SG,396.0,0.8,1.7,2.9,LAC,0.559,norman powell
1.5,0.593,2.6,1.3,0.344,3.7,1.0,24.0,0.2,2.4,2.8,0.446,6.3,0.6,0.809,0.7,67.0,5.0,15.7,0.4,1.0,7.4,Obi Toppin,PF,476.0,0.3,0.6,2.8,NYK,0.548,obi toppin
1.4,0.532,2.7,1.4,0.355,3.9,1.1,22.0,0.3,1.3,2.8,0.427,6.5,0.9,0.812,1.2,59.0,22.0,20.5,0.7,1.7,7.9,Ochai Agbaji,SG,4.0,0.3,0.7,2.1,UTA,0.532,ochai agbaji
4.2,0.539,7.7,2.1,0.387,5.5,2.0,25.0,0.7,3.5,6.3,0.476,13.2,2.1,0.838,2.5,67.0,67.0,35.6,1.4,3.0,16.8,OG Anunoby,SF,14.0,1.9,2.0,5.0,TOR,0.556,og anunoby
1.6,0.636,2.4,0.1,0.125,0.9,0.4,23.0,0.6,2.1,1.7,0.5,3.3,0.6,0.714,0.8,9.0,1.0,12.7,1.3,1.9,4.0,Olivier Sarr,C,431.0,0.1,0.4,3.4,OKC,0.517,olivier sarr
1.4,0.65,2.2,0.3,0.429,0.8,0.2,24.0,0.2,1.7,1.8,0.593,3.0,0.6,0.833,0.7,9.0,0.0,9.2,0.9,1.8,4.4,Omer Yurtseven,C,537.0,0.2,0.4,2.6,MIA,0.648,omer yurtseven
3.9,0.647,6.1,0.1,0.308,0.2,1.0,22.0,1.3,4.5,4.0,0.638,6.2,1.9,0.781,2.5,80.0,18.0,23.1,2.7,3.1,9.9,Onyeka Okongwu,C,372.0,0.7,1.0,7.2,ATL,0.642,onyeka okongwu
1.5,0.566,2.7,0.0,0.0,0.2,0.8,22.0,0.4,2.5,1.5,0.528,2.9,0.7,0.71,1.0,31.0,1.0,13.7,1.5,1.7,3.7,Orlando Robinson,C,417.0,0.4,0.5,4.1,MIA,0.528,orlando robinson
1.2,0.457,2.5,0.7,0.31,2.4,0.7,24.0,0.2,2.4,1.9,0.386,4.9,1.6,0.717,2.2,65.0,2.0,16.7,1.0,1.2,6.1,Oshae Brissett,SF,59.0,0.5,0.5,3.4,IND,0.461,oshae brissett
1.3,0.602,2.1,0.7,0.265,2.5,1.2,19.0,0.2,2.2,1.9,0.42,4.6,0.4,0.652,0.6,39.0,1.0,14.6,0.5,1.1,4.9,Ousmane Dieng,SF,122.0,0.4,0.7,2.7,OKC,0.492,ousmane dieng
5.5,0.471,11.6,1.2,0.298,4.0,3.7,20.0,0.5,5.7,6.7,0.427,15.6,5.5,0.738,7.4,72.0,72.0,33.8,1.2,2.2,20.0,Paolo Banchero,PF,23.0,0.8,2.8,6.9,ORL,0.465,paolo banchero
7.6,0.523,14.5,1.3,0.324,4.0,5.8,28.0,0.5,6.0,8.9,0.48,18.5,5.2,0.774,6.7,71.0,71.0,37.4,1.8,3.2,24.2,Pascal Siakam,C,442.0,0.9,2.4,7.8,TOR,0.515,pascal siakam
0.9,0.566,1.6,1.8,0.339,5.3,1.3,30.0,0.2,3.8,2.7,0.392,6.9,0.4,0.659,0.7,61.0,33.0,23.7,0.8,1.1,7.6,Pat Connaughton,SG,100.0,0.6,0.5,4.6,MIL,0.521,pat connaughton
0.9666666666666667,0.5379999999999999,1.7666666666666666,1.1666666666666667,0.33066666666666666,3.6,3.0,34.0,0.6333333333333333,3.1999999999999997,2.1333333333333333,0.399,5.400000000000001,0.6666666666666666,0.6786666666666666,0.9333333333333332,44.666666666666664,44.666666666666664,27.166666666666668,0.7000000000000001,2.8333333333333335,6.133333333333333,Patrick Beverley,PG,39.0,0.9333333333333332,0.8666666666666667,3.9000000000000004,TOT,0.5093333333333333,patrick beverley
2.4,0.498,4.9,1.4,0.415,3.4,1.2,21.0,0.9,3.0,3.8,0.464,8.3,1.1,0.857,1.3,82.0,65.0,28.3,1.0,1.8,10.2,Patrick Williams,PF,523.0,0.9,1.2,4.0,CHI,0.549,patrick williams
5.4,0.521,10.3,2.8,0.371,7.6,5.1,32.0,0.4,5.3,8.2,0.457,17.9,4.6,0.871,5.3,56.0,56.0,34.6,0.8,2.8,23.8,Paul George,SG,161.0,1.5,3.1,6.1,LAC,0.536,paul george
1.8,0.606,2.9,0.0,0.167,0.1,0.4,23.0,0.7,2.2,1.8,0.593,3.0,0.6,0.745,0.7,69.0,2.0,10.9,1.6,1.8,4.2,Paul Reed,C,409.0,0.7,0.7,3.8,PHI,0.596,paul reed
0.9,0.495,1.9,1.2,0.364,3.2,1.3,25.0,0.0,1.3,2.1,0.412,5.1,0.3,0.75,0.3,48.0,3.0,13.4,0.5,0.8,5.6,Payton Pritchard,PG,400.0,0.3,0.8,1.8,BOS,0.527,payton pritchard
1.0,0.511,2.0,0.3,0.429,0.6,0.5,20.0,0.5,1.3,1.3,0.492,2.6,0.5,0.55,0.9,23.0,2.0,8.1,0.3,0.6,3.3,Peyton Watson,SG,505.0,0.1,0.3,1.6,DEN,0.542,peyton watson
0.5,0.471,1.1,0.1,0.125,1.0,0.6,26.0,0.1,0.8,0.6,0.303,2.1,0.0,0.0,0.0,16.0,0.0,4.9,0.1,0.4,1.4,PJ Dozier,SG,131.0,0.4,0.3,0.9,SAC,0.333,pj dozier
3.0,0.564,5.4,0.5,0.269,2.0,0.9,23.0,0.5,4.1,3.6,0.485,7.3,1.6,0.702,2.3,55.0,12.0,20.7,1.8,1.9,9.2,Precious Achiuwa,C,1.0,0.6,1.1,6.0,TOR,0.521,precious achiuwa
1.8,0.641,2.7,2.2,0.386,5.7,2.1,22.0,0.4,2.5,4.0,0.468,8.5,1.1,0.796,1.4,71.0,66.0,29.9,0.7,2.5,11.3,Quentin Grimes,SG,184.0,0.7,1.0,3.2,NYK,0.599,quentin grimes
2.0,0.6,3.3,0.1,0.083,1.3,1.7,24.0,0.1,0.7,2.1,0.452,4.7,1.9,0.773,2.4,9.0,0.0,15.0,0.2,1.1,6.2,Quenton Jackson,PG,237.0,0.4,0.4,0.9,WAS,0.464,quenton jackson
4.0,0.571,7.0,2.0,0.4,5.0,7.0,23.0,1.0,6.0,6.0,0.5,12.0,2.0,1.0,2.0,1.0,0.0,35.0,3.0,5.0,16.0,RaiQuan Gray,PF,173.0,0.0,4.0,9.0,BRK,0.583,raiquan gray
0.9,0.662,1.4,0.3,0.286,0.9,1.6,30.0,0.1,0.8,1.2,0.518,2.3,0.6,0.912,0.7,48.0,1.0,10.5,0.2,1.0,3.3,Raul Neto,PG,359.0,0.4,0.5,1.0,CLE,0.573,raul neto
0.5,0.562,0.9,1.9,0.38,5.1,1.4,31.0,0.2,3.2,2.5,0.409,6.0,0.3,0.703,0.5,78.0,55.0,30.3,0.4,2.1,7.2,Reggie Bullock,SF,71.0,0.7,0.5,3.6,DAL,0.569,reggie bullock
2.3333333333333335,0.48100000000000004,4.866666666666666,1.3666666666666665,0.32066666666666666,4.233333333333333,3.3333333333333335,32.0,0.10000000000000002,1.7333333333333334,3.6999999999999997,0.40399999999999997,9.066666666666668,0.9333333333333332,0.8889999999999999,1.0666666666666667,45.333333333333336,26.666666666666668,23.333333333333332,0.3333333333333333,1.6333333333333335,9.666666666666666,Reggie Jackson,PG,238.0,0.6666666666666666,1.5666666666666667,2.0333333333333337,TOT,0.47866666666666663,reggie jackson
1.2,0.617,1.9,0.1,0.625,0.2,0.2,29.0,0.3,1.2,1.3,0.618,2.1,0.4,0.789,0.5,42.0,1.0,8.3,0.7,1.2,3.1,Richaun Holmes,C,216.0,0.1,0.3,1.9,SAC,0.646,richaun holmes
1.2,0.417,2.9,0.6,0.256,2.5,3.5,32.0,0.2,1.8,1.8,0.343,5.4,0.8,0.8,1.1,33.0,2.0,17.2,0.3,1.5,5.2,Ricky Rubio,PG,425.0,0.8,0.9,2.1,CLE,0.402,ricky rubio
5.3,0.495,10.8,1.7,0.31,5.3,2.8,22.0,0.2,4.2,7.0,0.434,16.1,4.0,0.74,5.4,73.0,73.0,33.9,0.8,2.5,19.6,RJ Barrett,SG,29.0,0.4,2.2,5.0,NYK,0.485,rj barrett
1.0,0.516,1.9,1.1,0.397,2.8,1.2,32.0,0.7,2.8,2.1,0.445,4.8,0.6,0.75,0.8,48.0,0.0,16.2,0.6,1.8,6.0,Robert Covington,PF,102.0,0.8,0.7,3.5,LAC,0.563,robert covington
3.6,0.751,4.8,0.0,0.0,0.0,1.4,25.0,1.4,5.4,3.6,0.747,4.9,0.7,0.61,1.2,35.0,20.0,23.5,3.0,1.9,8.0,Robert Williams,C,524.0,0.6,1.0,8.3,BOS,0.747,robert williams
1.2,0.648,1.9,0.1,0.5,0.1,0.5,34.0,0.2,0.8,1.3,0.64,2.0,0.4,0.778,0.5,37.0,2.0,8.1,0.6,1.2,3.0,Robin Lopez,C,298.0,0.1,0.7,1.4,CLE,0.653,robin lopez
0.7,0.382,1.7,1.3,0.423,3.0,0.9,31.0,0.0,1.7,1.9,0.408,4.8,0.6,0.818,0.7,32.0,12.0,16.4,0.6,1.2,5.7,Rodney McGruder,SG,327.0,0.5,0.3,2.3,DET,0.543,rodney mcgruder
2.4,0.53,4.6,0.4,0.262,1.4,1.2,23.0,0.3,1.3,2.8,0.467,6.0,0.9,0.696,1.3,43.0,21.0,19.6,1.3,1.6,6.9,Romeo Langford,SG,281.0,0.6,0.7,2.7,SAS,0.498,romeo langford
0.9,0.379,2.3,2.1,0.389,5.5,3.7,29.0,0.6,4.3,3.0,0.386,7.8,0.7,0.725,0.9,76.0,53.0,31.7,0.7,3.1,8.8,Royce O'Neale,SF,369.0,0.9,1.5,5.1,BRK,0.524,royce o'neale
1.4,0.484,2.8,0.6,0.254,2.3,1.0,36.0,0.3,2.3,1.9,0.38,5.1,0.8,0.857,0.9,56.0,0.0,14.6,0.6,1.2,5.2,Rudy Gay,PF,160.0,0.3,0.7,2.9,UTA,0.437,rudy gay
5.1,0.663,7.8,0.0,0.0,0.0,1.2,30.0,1.4,8.3,5.1,0.659,7.8,3.1,0.644,4.9,70.0,70.0,30.7,3.3,3.0,13.4,Rudy Gobert,C,167.0,0.8,1.7,11.6,MIN,0.659,rudy gobert
3.733333333333333,0.5503333333333335,6.733333333333333,0.7999999999999999,0.3173333333333333,2.566666666666667,0.9333333333333332,24.0,0.4000000000000001,3.6666666666666665,4.533333333333333,0.48633333333333334,9.333333333333334,1.4000000000000001,0.7396666666666666,1.8666666666666665,42.0,6.0,23.333333333333332,0.7999999999999999,1.1333333333333335,11.266666666666666,Rui Hachimura,PF,185.0,0.3,0.8333333333333334,4.5,TOT,0.5296666666666666,rui hachimura
4.733333333333333,0.498,9.533333333333333,1.2,0.321,3.8333333333333335,7.533333333333334,34.0,0.4666666666666666,4.333333333333333,5.933333333333334,0.44733333333333336,13.366666666666667,2.733333333333333,0.6563333333333333,4.166666666666667,48.666666666666664,16.0,29.333333333333332,1.2333333333333334,2.1666666666666665,15.866666666666667,Russell Westbrook,PG,507.0,1.0333333333333334,3.466666666666667,5.633333333333333,TOT,0.49300000000000005,russell westbrook
0.06666666666666667,0.051333333333333335,0.7333333333333334,0.43333333333333335,0.3436666666666666,1.2333333333333334,1.2333333333333332,28.0,0.0,0.7999999999999999,0.5,0.231,2.0,0.0,0.0,0.0,13.333333333333334,2.6666666666666665,9.066666666666666,0.0,0.9333333333333332,1.4000000000000001,Ryan Arcidiacono,PG,15.0,0.26666666666666666,0.39999999999999997,0.7999999999999999,TOT,0.33666666666666667,ryan arcidiacono
0.3,0.364,0.9,0.3,0.333,0.8,0.5,20.0,0.1,0.8,0.6,0.35,1.7,0.5,1.0,0.5,12.0,0.0,5.2,0.3,0.8,1.9,Ryan Rollins,PG,421.0,0.1,1.3,1.0,GSW,0.425,ryan rollins
1.5,0.6053333333333333,2.966666666666667,0.3,0.24866666666666667,1.0,2.1666666666666665,23.0,0.0,0.9,1.8333333333333333,0.516,3.9666666666666663,1.1666666666666667,0.49133333333333334,1.5999999999999999,16.666666666666668,0.6666666666666666,11.9,0.3666666666666667,1.0333333333333334,5.1000000000000005,Saben Lee,PG,286.0,0.7000000000000001,1.1333333333333333,1.2666666666666666,TOT,0.5466666666666666,saben lee
2.5666666666666664,0.49833333333333335,5.2,1.9666666666666668,0.36866666666666664,5.333333333333333,1.5,23.0,0.13333333333333333,3.3666666666666667,4.533333333333333,0.432,10.6,2.4,0.8613333333333334,2.766666666666667,51.333333333333336,24.666666666666668,27.2,1.3333333333333333,1.5999999999999999,13.4,Saddiq Bey,SF,40.0,0.9,0.8666666666666667,4.733333333333333,TOT,0.5263333333333333,saddiq bey
0.5,0.656,0.8,1.8,0.418,4.2,0.9,25.0,0.3,2.1,2.3,0.455,5.0,0.2,0.706,0.2,80.0,8.0,16.1,0.4,1.2,6.4,Sam Hauser,PF,202.0,0.4,0.4,2.6,BOS,0.631,sam hauser
0.8,1.0,0.8,1.0,0.278,3.6,1.0,26.0,0.0,1.8,1.8,0.409,4.4,0.4,1.0,0.4,5.0,0.0,11.8,0.0,0.6,5.0,Sam Merrill,SG,330.0,0.8,0.0,1.8,CLE,0.523,sam merrill
1.6666666666666667,0.49900000000000005,3.1999999999999997,0.7333333333333334,0.28833333333333333,2.3666666666666667,1.5,23.0,0.3,2.8000000000000003,2.4,0.401,5.599999999999999,0.9333333333333332,0.681,1.4000000000000001,28.666666666666668,4.666666666666667,15.866666666666667,1.7000000000000002,1.2333333333333334,6.433333333333334,Sandro Mamukelashvili,C,303.0,0.3333333333333333,0.8666666666666667,4.466666666666666,TOT,0.465,sandro mamukelashvili
5.2,0.505,10.3,0.8,0.281,2.9,4.8,21.0,0.8,4.3,6.0,0.456,13.2,2.5,0.772,3.2,77.0,76.0,34.8,2.3,2.2,15.3,Scottie Barnes,PF,28.0,1.1,2.0,6.6,TOR,0.487,scottie barnes
1.3,0.556,2.3,0.4,0.333,1.1,0.3,33.0,0.4,1.8,1.6,0.481,3.4,0.5,0.615,0.8,16.0,0.0,11.6,0.9,1.4,4.1,Serge Ibaka,C,226.0,0.1,0.7,2.8,MIL,0.537,serge ibaka
1.9,0.525,3.6,1.5,0.405,3.8,1.6,32.0,0.1,1.4,3.4,0.463,7.4,0.8,0.927,0.9,61.0,7.0,19.9,0.2,1.6,9.2,Seth Curry,SG,107.0,0.6,0.8,1.6,BRK,0.568,seth curry
2.6,0.559,4.6,1.3,0.36,3.5,1.2,19.0,0.3,2.2,3.8,0.472,8.1,0.9,0.714,1.3,80.0,15.0,22.2,0.8,1.7,9.9,Shaedon Sharpe,SG,441.0,0.5,1.0,3.0,POR,0.551,shaedon sharpe
9.5,0.533,17.8,0.9,0.345,2.5,5.5,24.0,1.0,4.0,10.4,0.51,20.3,9.8,0.905,10.9,68.0,68.0,35.5,0.9,2.8,31.4,Shai Gilgeous-Alexander,PG,164.0,1.6,2.8,4.8,OKC,0.531,shai gilgeous-alexander
2.4,0.521,4.7,0.7,0.378,1.9,3.2,26.0,0.2,2.0,3.2,0.479,6.6,1.3,0.853,1.5,76.0,11.0,20.6,0.5,1.6,8.4,Shake Milton,SG,334.0,0.3,1.2,2.5,PHI,0.535,shake milton
2.4,0.462,5.2,0.6,0.3,2.0,6.0,29.0,0.4,4.2,3.0,0.417,7.2,2.2,0.733,3.0,5.0,0.0,24.0,0.2,2.4,8.8,Shaquille Harrison,SG,198.0,2.2,1.2,4.4,POR,0.458,shaquille harrison
1.0,0.43,2.3,1.2,0.33,3.7,0.8,27.0,0.2,1.1,2.2,0.369,6.0,0.7,0.795,0.8,52.0,6.0,14.7,0.6,1.2,6.3,Simone Fontecchio,SF,148.0,0.3,0.8,1.7,UTA,0.47,simone fontecchio
3.7,0.524,7.0,2.0,0.462,4.3,8.3,25.0,0.2,2.8,5.7,0.5,11.3,2.0,0.923,2.2,6.0,6.0,31.5,0.3,1.8,15.3,Skylar Mays,SG,317.0,1.0,1.7,3.2,POR,0.588,skylar mays
3.6,0.49666666666666665,7.266666666666667,2.1999999999999997,0.35433333333333333,6.1000000000000005,6.966666666666666,29.0,0.3,3.1999999999999997,5.766666666666667,0.4323333333333334,13.366666666666667,3.466666666666667,0.81,4.266666666666667,52.666666666666664,52.666666666666664,34.63333333333333,0.3666666666666667,2.3666666666666667,17.166666666666668,Spencer Dinwiddie,PG,123.0,0.8666666666666667,1.8666666666666665,3.533333333333333,TOT,0.5146666666666667,spencer dinwiddie
1.6,0.573,2.7,0.6,0.45,1.3,2.2,26.0,0.2,2.4,2.2,0.533,4.1,0.9,0.667,1.3,30.0,0.0,15.6,0.7,1.6,5.8,Stanley Johnson,SF,248.0,0.5,1.1,3.2,SAS,0.607,stanley johnson
0.0,0.0,0.0,0.0,0.0,1.0,0.0,23.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,0.0,2.0,0.0,0.0,2.0,Stanley Umude,SG,482.0,1.0,0.0,0.0,DET,0.0,stanley umude
5.1,0.579,8.8,4.9,0.427,11.4,6.3,34.0,0.4,5.4,10.0,0.493,20.2,4.6,0.915,5.0,56.0,56.0,34.7,0.7,2.1,29.4,Stephen Curry,PG,108.0,0.9,3.2,6.1,GSW,0.614,stephen curry
0.0,0.0,0.5,0.0,0.0,0.5,0.5,27.0,0.0,1.3,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,6.0,0.8,1.0,0.0,Sterling Brown,SG,67.0,0.8,0.0,2.0,LAL,0.0,sterling brown
3.7,0.599,6.2,0.0,0.0,0.0,2.3,29.0,1.1,6.5,3.7,0.597,6.3,1.1,0.364,3.1,42.0,42.0,27.0,5.1,2.3,8.6,Steven Adams,C,2.0,0.9,1.9,11.5,MEM,0.597,steven adams
1.2,0.564,2.1,0.2,0.333,0.5,0.7,37.0,0.2,1.2,1.3,0.52,2.6,0.6,0.714,0.9,49.0,2.0,9.8,0.7,1.7,3.4,Taj Gibson,C,162.0,0.3,0.5,1.9,WAS,0.552,taj gibson
3.1,0.485,6.3,0.9,0.286,3.1,3.8,22.0,0.4,2.6,4.0,0.419,9.4,1.9,0.75,2.6,65.0,20.0,20.2,0.6,1.7,10.7,Talen Horton-Tucker,SG,218.0,0.6,1.9,3.2,UTA,0.467,talen horton-tucker
2.9,0.486,6.0,0.7,0.343,2.1,1.1,21.0,0.6,3.7,3.6,0.448,8.0,1.3,0.752,1.8,82.0,5.0,21.5,2.4,2.3,9.3,Tari Eason,PF,139.0,1.2,1.2,6.0,HOU,0.493,tari eason
1.9,0.557,3.4,1.4,0.381,3.6,1.6,28.0,0.3,2.2,3.3,0.467,7.0,1.2,0.844,1.4,54.0,4.0,22.1,0.3,2.3,9.1,Taurean Prince,SF,399.0,0.5,1.3,2.4,MIN,0.565,taurean prince
2.4,0.598,4.0,1.0,0.389,2.4,2.3,26.0,0.3,2.5,3.4,0.519,6.5,1.1,0.78,1.5,81.0,36.0,23.1,1.0,1.8,8.8,Terance Mann,SG,304.0,0.5,1.0,3.4,LAC,0.593,terance mann
1.0,0.537,1.9,1.4,0.366,3.8,1.0,25.0,0.2,1.9,2.4,0.423,5.7,0.5,0.791,0.7,64.0,5.0,13.1,0.3,1.6,6.7,Terence Davis,SG,112.0,0.7,0.8,2.2,SAC,0.545,terence davis
1.7,0.5133333333333333,3.266666666666667,1.5333333333333332,0.36533333333333334,4.2,1.5999999999999999,31.0,0.16666666666666666,2.2,3.233333333333333,0.42966666666666664,7.466666666666666,0.4666666666666666,0.8003333333333332,0.5666666666666667,42.0,6.0,20.666666666666668,0.3666666666666667,1.6333333333333335,8.433333333333334,Terrence Ross,SG,423.0,0.5666666666666667,0.6333333333333333,2.5666666666666664,TOT,0.5316666666666667,terrence ross
5.2,0.48,10.8,2.6,0.327,8.0,5.1,28.0,0.3,3.3,7.8,0.415,18.9,2.8,0.809,3.5,63.0,63.0,35.3,0.8,1.9,21.1,Terry Rozier,SG,424.0,1.2,2.1,4.1,CHO,0.484,terry rozier
1.2333333333333334,0.6829999999999999,1.8,0.20000000000000004,0.49499999999999994,0.5,0.2333333333333333,23.0,0.20000000000000004,0.6333333333333333,1.4333333333333333,0.6273333333333334,2.3000000000000003,0.20000000000000004,0.503,0.5,20.666666666666668,1.3333333333333333,8.166666666666666,0.9,0.7000000000000001,3.1999999999999997,Terry Taylor,PF,466.0,0.06666666666666667,0.19999999999999998,1.5333333333333332,TOT,0.665,terry taylor
1.9,0.622,3.0,0.1,0.176,0.6,1.4,34.0,0.1,1.8,2.0,0.545,3.7,0.3,0.692,0.5,54.0,9.0,14.7,1.3,1.6,4.4,Thaddeus Young,PF,535.0,1.0,0.8,3.1,TOR,0.561,thaddeus young
0.5,0.526,1.0,0.0,0.0,0.2,0.4,30.0,0.1,0.8,0.5,0.435,1.2,0.3,0.5,0.6,37.0,0.0,5.6,0.4,0.6,1.4,Thanasis Antetokounmpo,SF,12.0,0.1,0.3,1.2,MIL,0.435,thanasis antetokounmpo
0.2,0.36,0.6,0.6,0.355,1.6,1.2,27.0,0.0,1.3,0.8,0.356,2.2,0.3,0.846,0.3,40.0,1.0,8.1,0.3,0.9,2.4,Theo Pinson,SG,383.0,0.2,0.3,1.6,DAL,0.483,theo pinson
